date,season,HomeTeam,AwayTeam,gf,ga,home_rolling_xg,away_rolling_xg,home_rolling_xga,away_rolling_xga,home_rolling_points,away_rolling_points,home_rolling_poss,away_rolling_poss,home_rolling_sot_ratio,away_rolling_sot_ratio,xg_diff,xga_diff,outcome,over_2_5
2025-02-02,2025,Brentford,Tottenham,0,2,1.8399999999999999,1.2000000000000004,1.78,1.5999999999999996,1.4,0.2,47.6,55.2,0.4302923976608187,0.3057808857808858,0.6399999999999995,0.18000000000000038,2,0
2025-02-26,2025,Brentford,Everton,1,1,1.44,1.36,1.32,0.7200000000000002,1.8,2.2,48.2,39.2,0.3871428571428571,0.4545609945609946,0.07999999999999985,0.5999999999999999,1,0
2025-03-08,2025,Brentford,Aston Villa,0,1,1.5799999999999996,1.22,0.9400000000000001,2.2199999999999998,2.0,1.0,50.6,62.2,0.32805194805194804,0.3413333333333333,0.35999999999999965,-1.2799999999999998,2,0
2025-04-06,2025,Brentford,Chelsea,0,0,1.1999999999999997,1.56,1.2400000000000002,0.9399999999999998,1.4,1.8,51.2,54.6,0.2982317682317682,0.3893301435406698,-0.3600000000000003,0.3000000000000004,1,0
2025-04-19,2025,Brentford,Brighton,4,2,0.8799999999999997,1.8400000000000003,1.28,1.1800000000000002,1.0,1.0,46.2,54.0,0.3402952602952603,0.33126794258373204,-0.9600000000000006,0.09999999999999987,0,1
2025-05-04,2025,Brentford,Man United,4,3,1.2399999999999998,1.3599999999999999,1.16,0.78,1.6,0.4,44.4,56.4,0.3686868686868687,0.26669193608324043,-0.1200000000000001,0.3799999999999999,0,1
2025-05-18,2025,Brentford,Fulham,2,3,1.5599999999999998,1.0799999999999998,1.1400000000000001,1.0,2.6,0.6,45.4,55.4,0.4545454545454546,0.3096736596736597,0.48,0.14000000000000012,2,1
2020-10-26,2021,Brighton,West Brom,1,1,1.6800000000000002,0.45999999999999996,1.1199999999999999,2.2,0.8,0.4,56.2,37.0,0.2610914575620458,0.40087912087912086,1.2200000000000002,-1.0800000000000003,1,0
2020-11-06,2021,Brighton,Burnley,0,0,1.26,0.7,1.2,0.9400000000000001,0.4,0.2,56.4,44.8,0.31827094474153295,0.2607570207570208,0.56,0.2599999999999999,1,0
2020-11-28,2021,Brighton,Liverpool,1,1,1.08,2.1799999999999997,0.9800000000000001,1.22,1.2,2.2,55.0,58.8,0.33395989974937346,0.3676619132501485,-1.0999999999999996,-0.23999999999999988,1,0
2020-12-07,2021,Brighton,Southampton,1,2,1.2,0.72,0.86,1.24,1.2,2.0,49.8,52.6,0.3484043441938178,0.4316727716727716,0.48,-0.38,2,1
2020-12-20,2021,Brighton,Sheffield United,1,1,1.4,1.1600000000000001,1.1199999999999999,1.72,1.0,0.0,46.4,41.2,0.34025974025974026,0.30873015873015874,0.23999999999999977,-0.6000000000000001,1,0
2020-12-29,2021,Brighton,Arsenal,0,1,1.44,1.2399999999999998,1.14,1.22,0.6,0.8,55.4,53.4,0.30973470973470973,0.2943001443001443,0.20000000000000018,-0.08000000000000007,2,0
2021-01-02,2021,Brighton,Wolves,3,3,1.22,0.9,1.08,1.2,0.6,0.8,55.8,51.0,0.28595848595848594,0.40294011544011543,0.31999999999999995,-0.11999999999999988,1,1
2021-01-27,2021,Brighton,Fulham,0,0,1.1400000000000001,0.8800000000000001,1.2600000000000002,1.46,1.0,0.6,45.8,42.8,0.23945054945054944,0.2693939393939394,0.26,-0.19999999999999973,1,0
2021-01-31,2021,Brighton,Tottenham,1,0,1.28,1.3,1.1,1.3,1.0,1.6,44.6,48.4,0.2404120879120879,0.44791979949874683,-0.020000000000000018,-0.19999999999999996,0,0
2021-02-13,2021,Brighton,Aston Villa,0,0,1.3199999999999998,1.4,0.8,1.08,2.2,1.8,41.8,50.2,0.2586813186813187,0.4603174603174603,-0.08000000000000007,-0.28,1,0
2021-02-22,2021,Brighton,Crystal Palace,1,2,1.48,0.74,0.76,1.6800000000000002,1.8,1.2,46.6,45.6,0.27076923076923076,0.3575174825174825,0.74,-0.9200000000000002,2,1
2021-03-06,2021,Brighton,Leicester,1,2,1.86,1.0799999999999998,0.78,1.6600000000000001,1.0,1.6,56.4,49.6,0.3030769230769231,0.3677447552447552,0.7800000000000002,-0.8800000000000001,2,1
2021-03-20,2021,Brighton,Newcastle,3,0,1.8199999999999998,0.9400000000000001,0.52,1.58,0.8,0.6,55.6,41.8,0.40868131868131863,0.4242690058479532,0.8799999999999998,-1.06,0,1
2021-04-12,2021,Brighton,Everton,0,0,1.32,1.3,0.78,1.1,1.2,1.4,50.8,49.2,0.5285414585414585,0.26216450216450216,0.020000000000000018,-0.32000000000000006,1,0
2021-05-01,2021,Brighton,Leeds,2,0,1.16,1.2799999999999998,0.6799999999999999,1.48,1.0,2.2,53.4,47.4,0.3386003255056963,0.5144370122630992,-0.11999999999999988,-0.8,0,0
2021-05-15,2021,Brighton,West Ham,1,1,1.26,1.34,0.7,1.8199999999999998,1.0,1.2,48.0,54.2,0.27950941641478727,0.3474747474747475,-0.08000000000000007,-1.1199999999999999,1,0
2021-05-18,2021,Brighton,Man City,3,2,1.1800000000000002,1.6599999999999997,0.96,0.9199999999999999,1.0,1.8,47.2,68.2,0.29342245989304816,0.24442970822281168,-0.47999999999999954,0.040000000000000036,0,1
2021-08-28,2022,Brighton,Everton,0,2,0.8800000000000001,1.48,1.08,1.2,2.0,1.4,55.8,43.0,0.27502602660497394,0.3625,-0.5999999999999999,-0.11999999999999988,2,0
2021-09-19,2022,Brighton,Leicester,2,1,0.7,1.02,0.9199999999999999,1.8799999999999997,1.8,1.2,57.8,49.0,0.3147252747252748,0.3511111111111111,-0.32000000000000006,-0.9599999999999997,0,1
2021-10-02,2022,Brighton,Arsenal,0,0,0.96,1.08,1.06,2.04,2.0,1.8,54.0,41.2,0.36173826173826173,0.3028205128205128,-0.1200000000000001,-0.98,1,0
2021-10-23,2022,Brighton,Man City,1,4,0.9400000000000001,1.7600000000000002,1.0,0.6000000000000001,1.8,2.2,54.2,61.0,0.3463203463203463,0.2465,-0.8200000000000002,0.3999999999999999,2,1
2021-11-06,2022,Brighton,Newcastle,1,1,1.0,0.6800000000000002,1.6600000000000001,1.54,0.8,0.4,53.0,35.6,0.3958152958152958,0.20523809523809522,0.31999999999999984,0.1200000000000001,1,0
2021-11-27,2022,Brighton,Leeds,0,0,1.0,1.04,1.5,1.2799999999999998,0.6,1.0,56.2,56.2,0.404972804972805,0.2455505279034691,-0.040000000000000036,0.2200000000000002,1,0
2021-12-15,2022,Brighton,Wolves,0,1,1.3800000000000001,0.54,0.9,1.6199999999999999,0.8,1.0,61.0,47.4,0.292014652014652,0.3383333333333333,0.8400000000000001,-0.7199999999999999,2,0
2021-12-26,2022,Brighton,Brentford,2,0,1.3199999999999998,1.0,1.04,1.22,0.6,1.6,59.8,48.0,0.2638095238095238,0.3748717948717949,0.31999999999999984,-0.17999999999999994,0,0
2022-01-14,2022,Brighton,Crystal Palace,1,1,1.24,1.4999999999999998,1.1199999999999999,1.4,1.6,1.4,53.6,54.6,0.3071428571428571,0.31402257872846107,-0.2599999999999998,-0.28,1,0
2022-01-18,2022,Brighton,Chelsea,1,1,1.3199999999999998,1.14,0.8400000000000001,0.76,1.6,1.2,55.0,53.2,0.2833333333333333,0.29590909090909084,0.17999999999999994,0.08000000000000007,1,0
2022-02-19,2022,Brighton,Burnley,0,3,1.22,0.78,0.9,1.48,1.2,0.6,55.4,38.8,0.2813852813852814,0.29243589743589743,0.43999999999999995,-0.58,2,1
2022-02-26,2022,Brighton,Aston Villa,0,2,0.9400000000000001,1.2399999999999998,1.0,1.22,1.0,1.0,56.4,53.0,0.2662337662337662,0.3083100233100233,-0.2999999999999997,-0.21999999999999997,2,0
2022-03-12,2022,Brighton,Liverpool,0,2,1.02,3.08,1.1199999999999999,0.82,0.6,3.0,63.2,66.0,0.23909090909090908,0.374682788475892,-2.06,0.29999999999999993,2,0
2022-03-16,2022,Brighton,Tottenham,0,2,0.7999999999999999,1.6,1.46,1.1400000000000001,0.0,1.8,60.8,51.4,0.22318181818181815,0.45555555555555555,-0.8000000000000002,0.31999999999999984,2,0
2022-04-02,2022,Brighton,Norwich,0,0,0.8,0.9400000000000001,1.56,2.5,0.0,0.0,60.4,43.0,0.16318181818181818,0.2754761904761905,-0.14,-0.94,1,0
2022-04-24,2022,Brighton,Southampton,2,2,0.9799999999999999,0.9999999999999998,1.26,2.06,1.4,0.8,46.6,43.6,0.2683333333333333,0.3349483849483849,-0.019999999999999907,-0.8,1,1
2022-05-07,2022,Brighton,Man United,4,0,1.1400000000000001,1.26,1.06,1.6600000000000001,2.0,1.4,44.2,47.0,0.47333333333333333,0.4669230769230769,-0.11999999999999988,-0.6000000000000001,0,1
2022-05-22,2022,Brighton,West Ham,3,1,1.8,1.4600000000000002,1.08,1.78,1.6,1.0,45.2,47.4,0.4704901960784314,0.33214285714285713,0.33999999999999986,-0.7,0,1
2022-08-13,2023,Brighton,Newcastle,0,0,2.04,1.2200000000000002,0.96,1.58,2.6,1.8,46.2,45.0,0.3766013071895425,0.45683229813664594,0.8199999999999998,-0.6200000000000001,1,0
2022-08-27,2023,Brighton,Leeds,1,0,1.7,1.52,0.8400000000000001,1.28,2.2,2.2,48.4,47.4,0.30803418803418803,0.36261808367071524,0.17999999999999994,-0.43999999999999995,0,0
2022-09-04,2023,Brighton,Leicester,5,2,1.6199999999999999,0.9199999999999999,0.9799999999999999,1.54,2.0,0.2,49.4,55.2,0.2784615384615384,0.27025210084033613,0.7,-0.5600000000000002,0,1
2022-10-08,2023,Brighton,Tottenham,0,1,1.8199999999999998,1.9400000000000002,1.2399999999999998,1.4,2.0,2.0,50.8,47.6,0.4391142191142191,0.3999467178175618,-0.12000000000000033,-0.16000000000000014,2,0
2022-10-18,2023,Brighton,Nott'm Forest,0,0,1.6,1.24,1.1800000000000002,1.0,0.8,0.2,58.2,44.8,0.4813852813852814,0.2767676767676768,0.3600000000000001,0.18000000000000016,1,0
2022-10-29,2023,Brighton,Chelsea,4,1,1.2399999999999998,1.18,1.1,1.0799999999999998,0.4,2.2,59.8,58.6,0.44749373433583955,0.3275824175824175,0.05999999999999983,0.02000000000000024,0,1
2022-11-13,2023,Brighton,Aston Villa,1,2,1.6,1.3599999999999999,1.1600000000000001,1.56,1.4,1.2,61.2,42.0,0.3482456140350877,0.4222222222222222,0.2400000000000002,-0.3999999999999999,2,1
2022-12-31,2023,Brighton,Arsenal,2,4,1.12,1.92,1.52,0.6199999999999999,1.8,2.6,59.0,62.2,0.37932330827067673,0.25892857142857145,-0.7999999999999998,0.9000000000000001,2,1
2023-01-14,2023,Brighton,Liverpool,3,0,1.22,1.78,1.7599999999999998,1.26,1.8,2.4,64.2,58.8,0.45096073517126156,0.4082600732600733,-0.56,0.4999999999999998,0,1
2023-02-04,2023,Brighton,Bournemouth,1,0,1.52,0.74,1.6,1.78,2.0,0.2,61.8,46.8,0.47114581325107646,0.36448412698412697,0.78,-0.17999999999999994,0,0
2023-02-18,2023,Brighton,Fulham,0,1,2.1,1.0399999999999998,1.08,1.44,2.2,1.4,63.8,44.8,0.3881019290307216,0.2925,1.0600000000000003,-0.3599999999999999,2,0
2023-03-04,2023,Brighton,West Ham,4,0,2.1,1.54,0.8800000000000001,0.9000000000000001,1.6,1.6,66.6,38.4,0.3705580693815988,0.22161616161616166,0.56,-0.020000000000000018,0,1
2023-03-15,2023,Brighton,Crystal Palace,1,0,2.62,0.6599999999999999,0.74,1.52,1.6,0.6,67.2,36.0,0.3332301341589267,0.11333333333333333,1.9600000000000002,-0.78,0,0
2023-04-01,2023,Brighton,Brentford,3,3,2.3000000000000003,1.5,0.74,1.06,1.6,1.6,64.4,50.0,0.3641392250680176,0.31934731934731936,0.8000000000000003,-0.32000000000000006,1,1
2023-04-29,2023,Brighton,Wolves,6,0,2.7,0.8400000000000001,1.4,1.34,1.4,2.0,66.2,51.6,0.36258484162895926,0.36502525252525253,1.86,0.05999999999999983,0,1
2023-05-04,2023,Brighton,Man United,1,0,2.52,2.26,1.24,1.1,1.8,2.6,63.2,62.4,0.354062114356232,0.3408989928259705,0.26000000000000023,0.1399999999999999,0,0
2023-05-08,2023,Brighton,Everton,1,5,2.44,1.36,1.18,2.3,1.8,0.4,62.4,42.6,0.3266811619752796,0.34722610722610725,1.0799999999999998,-1.1199999999999999,2,1
2023-05-21,2023,Brighton,Southampton,3,1,2.2,1.2200000000000002,1.8,2.16,1.8,0.2,63.6,44.0,0.3138245812158856,0.42080808080808085,0.98,-0.3600000000000001,0,1
2023-05-24,2023,Brighton,Man City,1,1,2.04,1.8799999999999997,1.7599999999999998,0.72,1.8,3.0,64.8,67.6,0.3026357700270744,0.41909833630421867,0.16000000000000036,1.0399999999999998,1,0
2023-08-26,2024,Brighton,West Ham,1,3,2.46,1.32,1.7600000000000002,1.9,2.0,1.4,57.0,44.2,0.4161538461538461,0.448145933014354,1.14,-0.13999999999999968,2,1
2023-09-02,2024,Brighton,Newcastle,3,1,2.2600000000000002,1.8800000000000003,2.2399999999999998,1.2,1.4,1.0,60.0,53.0,0.43461538461538457,0.3269385346111689,0.3799999999999999,1.0399999999999998,0,1
2023-09-24,2024,Brighton,Bournemouth,3,1,2.14,1.28,1.7600000000000002,2.18,2.4,0.6,62.6,43.6,0.5046153846153846,0.34776889776889774,0.8600000000000001,-0.41999999999999993,0,1
2023-10-08,2024,Brighton,Liverpool,2,2,1.6199999999999999,2.04,1.58,1.3199999999999998,1.8,2.4,62.4,53.6,0.4360839160839161,0.3222572362278245,-0.42000000000000015,0.26000000000000023,1,1
2023-10-29,2024,Brighton,Fulham,1,1,1.6800000000000002,1.1800000000000002,1.3599999999999999,1.04,1.4,1.4,53.8,57.4,0.43894105894105895,0.3107692307692308,0.5,0.31999999999999984,1,0
2023-11-12,2024,Brighton,Sheffield United,1,1,1.34,0.8200000000000001,1.2200000000000002,1.8800000000000001,0.6,0.6,60.4,39.6,0.3412121212121212,0.2159090909090909,0.52,-0.6599999999999999,1,0
2023-12-06,2024,Brighton,Brentford,2,1,1.1600000000000001,1.9,1.3,1.44,1.2,1.8,66.4,47.4,0.4217893217893218,0.2970238095238095,-0.7399999999999998,-0.1399999999999999,0,1
2023-12-09,2024,Brighton,Burnley,1,1,1.1800000000000002,1.0799999999999998,1.46,1.0400000000000003,1.6,0.6,64.4,53.2,0.4329004329004329,0.3875077399380805,0.10000000000000031,0.4199999999999997,1,0
2023-12-28,2024,Brighton,Tottenham,4,2,1.4200000000000004,1.8199999999999998,1.56,1.92,1.0,2.0,63.4,60.4,0.353639846743295,0.4353906962602615,-0.39999999999999947,-0.3599999999999999,0,1
2024-01-22,2024,Brighton,Wolves,0,0,2.0000000000000004,1.5,1.44,1.4,1.2,2.0,60.2,49.6,0.35628164938509765,0.39948051948051944,0.5000000000000004,0.040000000000000036,1,0
2024-02-03,2024,Brighton,Crystal Palace,4,1,1.7200000000000002,0.9599999999999997,1.7,1.86,1.2,1.4,61.8,42.2,0.34607614607614606,0.37377622377622377,0.7600000000000005,-0.16000000000000014,0,1
2024-02-24,2024,Brighton,Everton,1,1,1.48,1.5200000000000002,1.34,1.2200000000000002,1.4,0.8,65.2,38.8,0.3462975912975913,0.19829573934837091,-0.04000000000000026,0.11999999999999988,1,0
2024-03-10,2024,Brighton,Nott'm Forest,1,0,1.6400000000000001,1.6800000000000002,0.82,1.58,1.4,0.8,65.8,43.2,0.3748439241917503,0.3903643724696356,-0.040000000000000036,-0.7600000000000001,0,0
2024-04-06,2024,Brighton,Arsenal,0,3,0.9400000000000002,1.56,1.14,0.5399999999999999,1.0,2.6,61.6,58.4,0.30420289855072463,0.34662461721285254,-0.6199999999999999,0.6,2,1
2024-04-25,2024,Brighton,Man City,0,4,0.6800000000000002,2.42,1.8399999999999999,1.16,1.0,2.2,56.8,66.8,0.2966666666666667,0.38022222222222224,-1.7399999999999998,0.6799999999999999,2,1
2024-05-05,2024,Brighton,Aston Villa,1,0,0.8000000000000002,1.3399999999999999,1.8,1.98,0.4,1.6,56.2,47.0,0.2710989010989011,0.32146464646464645,-0.5399999999999997,-0.17999999999999994,0,0
2024-05-15,2024,Brighton,Chelsea,1,2,1.2600000000000002,2.2199999999999998,1.46,1.6800000000000002,1.0,2.0,51.2,59.8,0.3344322344322344,0.3215238095238095,-0.9599999999999995,-0.2200000000000002,2,1
2024-05-19,2024,Brighton,Man United,0,2,1.34,1.6,1.42,1.6600000000000001,0.8,1.4,51.0,55.0,0.2877655677655678,0.3539060068471833,-0.26,-0.2400000000000002,2,0
2024-08-24,2025,Brighton,Man United,2,1,1.6600000000000001,1.22,1.1199999999999999,1.5,1.4,1.8,53.0,51.2,0.31019607843137254,0.3239877769289534,0.44000000000000017,-0.3800000000000001,0,1
2024-09-14,2025,Brighton,Ipswich,0,0,1.6400000000000001,0.39999999999999997,1.3599999999999999,2.2666666666666666,1.4,0.3333333333333333,56.4,37.0,0.25036923860453275,0.5497835497835498,1.2400000000000002,-0.9066666666666667,1,0
2024-09-22,2025,Brighton,Nott'm Forest,2,2,1.7000000000000004,1.3199999999999998,1.1199999999999999,0.8200000000000001,1.6,2.2,59.0,40.2,0.27417876241405653,0.46635093167701863,0.38000000000000056,0.2999999999999998,1,1
2024-10-06,2025,Brighton,Tottenham,3,2,1.5000000000000002,2.44,1.8800000000000001,1.0599999999999998,1.2,1.8,61.8,61.4,0.26017316017316017,0.39595317725752516,-0.9399999999999997,0.8200000000000003,0,1
2024-10-26,2025,Brighton,Wolves,2,2,1.3200000000000003,0.8200000000000001,1.8400000000000003,2.3,1.6,0.0,55.6,44.0,0.33939393939393936,0.44225490196078426,0.5000000000000002,-0.4599999999999995,1,1
2024-11-09,2025,Brighton,Man City,2,1,1.2600000000000002,1.72,2.0800000000000005,1.44,1.4,2.0,48.4,63.6,0.3794749110538584,0.3167171717171717,-0.45999999999999974,0.6400000000000006,0,1
2024-11-29,2025,Brighton,Southampton,1,1,1.3200000000000003,0.9800000000000001,1.7200000000000002,2.4,2.0,0.6,45.4,51.8,0.4534143049932523,0.35777777777777775,0.3400000000000002,-0.6799999999999997,1,0
2024-12-15,2025,Brighton,Crystal Palace,1,3,1.56,1.48,1.4200000000000002,1.3400000000000003,1.6,1.2,47.8,38.8,0.39244172494172497,0.2875,0.08000000000000007,0.07999999999999985,2,1
2024-12-27,2025,Brighton,Brentford,0,0,1.3000000000000003,1.3599999999999999,1.3600000000000003,1.6199999999999999,0.6,1.2,54.2,51.2,0.3379319210201563,0.4164058164058164,-0.05999999999999961,-0.25999999999999956,1,0
2025-01-04,2025,Brighton,Arsenal,1,1,1.1600000000000001,1.8400000000000003,1.5200000000000002,0.4800000000000001,0.8,2.2,51.8,63.6,0.36619532428355955,0.36336996336996336,-0.6800000000000002,1.04,1,0
2025-01-25,2025,Brighton,Everton,0,1,1.36,1.0400000000000003,1.12,1.5400000000000003,1.8,0.8,49.0,45.2,0.37078088578088575,0.2457692307692308,0.31999999999999984,-0.42000000000000015,2,0
2025-02-14,2025,Brighton,Chelsea,3,0,1.2000000000000002,2.04,1.36,1.3,1.4,1.6,55.6,58.6,0.3634090909090909,0.2606870322659796,-0.8399999999999999,0.06000000000000005,0,1
2025-02-25,2025,Brighton,Bournemouth,2,1,1.7600000000000002,1.48,1.24,1.42,1.8,1.8,52.2,49.0,0.4227564102564102,0.4481203007518797,0.28000000000000025,-0.17999999999999994,0,1
2025-03-08,2025,Brighton,Fulham,2,1,1.86,1.2600000000000002,1.2400000000000002,0.8200000000000001,1.8,1.8,51.2,51.8,0.3827564102564103,0.272020202020202,0.5999999999999999,0.42000000000000015,0,1
2025-04-02,2025,Brighton,Aston Villa,0,3,2.24,1.4,0.9400000000000002,2.0599999999999996,2.6,1.6,43.6,56.8,0.3852564102564103,0.348,0.8400000000000003,-1.1199999999999994,2,1
2025-04-12,2025,Brighton,Leicester,2,2,1.56,0.42000000000000004,1.1800000000000002,1.86,1.4,0.0,51.0,45.0,0.3386363636363636,0.35168831168831166,1.1400000000000001,-0.6799999999999999,1,1
2025-04-26,2025,Brighton,West Ham,3,2,1.8200000000000003,1.02,1.4200000000000004,1.3400000000000003,0.4,0.6,54.0,51.4,0.306267942583732,0.32606060606060605,0.8000000000000003,0.08000000000000007,0,1
2025-05-04,2025,Brighton,Newcastle,1,1,1.6800000000000002,2.06,1.3400000000000003,1.1,0.8,2.4,56.6,55.6,0.3787679425837321,0.33980769230769237,-0.3799999999999999,0.2400000000000002,1,0
2025-05-19,2025,Brighton,Liverpool,3,2,1.7600000000000002,1.98,1.5000000000000002,1.58,1.6,2.0,50.8,56.6,0.3284649122807018,0.292935064935065,-0.21999999999999975,-0.07999999999999985,0,1
2020-10-26,2021,Burnley,Tottenham,0,1,0.85,2.2399999999999998,1.1,1.4,0.25,1.6,45.25,55.6,0.34637896825396824,0.5245498462889767,-1.3899999999999997,-0.2999999999999998,2,0
2020-10-31,2021,Burnley,Chelsea,0,3,0.8800000000000001,1.52,1.0,1.08,0.2,1.2,44.0,57.2,0.3232570207570208,0.36848484848484847,-0.6399999999999999,-0.08000000000000007,2,1
2020-11-23,2021,Burnley,Crystal Palace,1,0,0.7,1.02,1.12,1.52,0.4,1.4,42.4,38.2,0.2707570207570208,0.37402597402597404,-0.32000000000000006,-0.3999999999999999,0,0
2020-12-05,2021,Burnley,Everton,1,1,0.8,1.1,1.24,1.9799999999999998,0.8,0.6,39.0,49.8,0.1983760683760684,0.41079365079365077,-0.30000000000000004,-0.7399999999999998,1,0
2020-12-21,2021,Burnley,Wolves,2,1,0.9,1.06,1.7,1.22,1.6,1.4,39.2,45.0,0.35055555555555556,0.40174242424242423,-0.16000000000000003,0.48,0,1
2020-12-29,2021,Burnley,Sheffield United,1,0,1.1400000000000001,0.78,1.7399999999999998,1.7599999999999998,1.6,0.2,40.8,35.0,0.4140476190476191,0.29,0.3600000000000001,-0.020000000000000018,0,0
2021-01-12,2021,Burnley,Man United,0,1,1.1800000000000002,2.16,1.44,1.22,2.0,2.6,39.8,50.6,0.45904761904761904,0.442989898989899,-0.98,0.21999999999999997,2,0
2021-01-27,2021,Burnley,Aston Villa,3,2,1.0,1.78,1.4200000000000002,1.7200000000000002,1.2,1.4,41.4,43.4,0.36571428571428577,0.3408225108225108,-0.78,-0.30000000000000004,0,1
2021-02-03,2021,Burnley,Man City,0,2,0.64,1.8800000000000001,1.58,0.32,1.2,3.0,38.0,71.4,0.26,0.4093447293447293,-1.2400000000000002,1.26,2,0
2021-02-06,2021,Burnley,Brighton,1,1,0.48,1.26,1.7400000000000002,0.8400000000000001,1.2,2.0,35.6,39.8,0.26,0.2586813186813187,-0.78,0.9000000000000001,1,0
2021-02-17,2021,Burnley,Fulham,1,1,0.8,1.28,1.28,1.1,1.4,1.2,39.2,55.8,0.22000000000000003,0.2516666666666667,-0.48,0.17999999999999994,1,0
2021-02-20,2021,Burnley,West Brom,0,0,0.8800000000000001,0.9400000000000001,0.9400000000000001,1.28,1.0,0.4,40.8,31.0,0.195,0.4057142857142857,-0.05999999999999994,-0.33999999999999997,1,0
2021-03-03,2021,Burnley,Leicester,1,1,1.06,1.1199999999999999,1.04,1.42,1.2,2.0,50.4,46.0,0.28833333333333333,0.4288558663558664,-0.05999999999999983,-0.3799999999999999,1,0
2021-03-06,2021,Burnley,Arsenal,1,1,1.06,1.2999999999999998,1.1800000000000002,1.1600000000000001,1.2,1.2,47.2,51.4,0.3350000000000001,0.25930735930735926,-0.23999999999999977,0.020000000000000018,1,0
2021-04-11,2021,Burnley,Newcastle,1,2,1.18,1.44,1.9,1.52,1.0,0.8,40.8,44.2,0.49253968253968256,0.3454811270600744,-0.26,0.3799999999999999,2,1
2021-05-03,2021,Burnley,West Ham,1,2,1.44,1.34,1.56,1.8199999999999998,1.2,1.4,42.2,44.2,0.3980952380952381,0.5111111111111111,0.09999999999999987,-0.2599999999999998,2,1
2021-05-15,2021,Burnley,Leeds,0,4,1.6800000000000002,1.16,1.48,1.58,1.2,1.6,41.2,49.0,0.29333333333333333,0.5071969696969697,0.5200000000000002,-0.10000000000000009,2,1
2021-05-19,2021,Burnley,Liverpool,0,3,1.54,2.02,1.5399999999999998,1.4600000000000002,1.2,2.2,39.6,56.8,0.30999999999999994,0.39015690192160785,-0.48,0.07999999999999963,2,1
2021-08-14,2022,Burnley,Brighton,1,2,1.3399999999999999,0.9400000000000001,1.5799999999999998,1.02,0.6,1.4,44.6,48.2,0.26999999999999996,0.31315789473684214,0.3999999999999998,0.5599999999999998,2,1
2021-08-29,2022,Burnley,Leeds,1,1,1.1199999999999999,1.44,1.6600000000000001,1.44,0.0,2.0,43.6,57.0,0.2795238095238095,0.3753921568627451,-0.32000000000000006,0.2200000000000002,1,0
2021-09-18,2022,Burnley,Arsenal,0,1,1.1,1.06,1.3599999999999999,1.92,0.2,1.2,42.6,44.8,0.32861471861471864,0.23886363636363636,0.040000000000000036,-0.56,2,0
2021-10-02,2022,Burnley,Norwich,0,0,0.8800000000000001,0.76,1.7600000000000002,2.22,0.4,0.0,39.8,45.8,0.3257575757575758,0.18948717948717947,0.1200000000000001,-0.45999999999999996,1,0
2021-10-30,2022,Burnley,Brentford,3,1,0.86,1.64,1.56,1.3399999999999999,0.6,1.4,41.0,42.2,0.3253968253968254,0.3295625942684766,-0.7799999999999999,0.2200000000000002,0,1
2021-11-20,2022,Burnley,Crystal Palace,3,3,1.16,1.3399999999999999,1.3800000000000001,0.8400000000000001,1.2,1.8,39.2,54.4,0.3720634920634921,0.3850854700854701,-0.17999999999999994,0.54,1,1
2021-12-12,2022,Burnley,West Ham,0,0,1.06,0.9400000000000001,1.2399999999999998,1.4200000000000002,1.2,1.4,39.6,36.6,0.31999999999999995,0.4121428571428571,0.12,-0.18000000000000038,1,0
2022-02-05,2022,Burnley,Watford,0,0,0.78,1.0,1.46,1.9400000000000002,0.4,0.2,41.0,44.2,0.17222222222222222,0.36698412698412697,-0.21999999999999997,-0.4800000000000002,1,0
2022-02-08,2022,Burnley,Man United,1,1,0.78,1.6800000000000002,1.42,1.26,0.6,2.0,41.2,53.4,0.18299145299145297,0.31367521367521367,-0.9000000000000001,0.15999999999999992,1,0
2022-02-13,2022,Burnley,Liverpool,0,1,0.7000000000000001,2.0,1.6199999999999999,1.0,0.6,2.0,40.6,59.6,0.22743589743589743,0.43860398860398864,-1.2999999999999998,0.6199999999999999,2,0
2022-02-23,2022,Burnley,Tottenham,1,0,0.7200000000000001,1.52,1.22,1.6,1.2,1.2,36.2,44.4,0.32243589743589746,0.48327886710239654,-0.7999999999999999,-0.3800000000000001,0,0
2022-03-01,2022,Burnley,Leicester,0,2,0.74,1.2399999999999998,1.1600000000000001,1.52,1.6,0.4,35.6,49.4,0.365,0.2628291316526611,-0.4999999999999998,-0.3599999999999999,2,0
2022-03-05,2022,Burnley,Chelsea,0,4,0.8400000000000001,0.86,1.1,0.8,1.4,1.6,37.2,55.2,0.3427777777777778,0.32999999999999996,-0.019999999999999907,0.30000000000000004,2,1
2022-04-02,2022,Burnley,Man City,0,2,0.68,2.8,1.48,0.6799999999999999,0.8,2.0,38.6,70.2,0.16634920634920633,0.3547059957586273,-2.1199999999999997,0.8,2,0
2022-04-06,2022,Burnley,Everton,3,2,0.5199999999999999,0.5,1.7,1.44,0.2,0.6,36.6,40.2,0.1796825396825397,0.22124542124542126,0.019999999999999907,0.26,0,1
2022-04-21,2022,Burnley,Southampton,2,0,1.2600000000000002,1.04,2.0,1.8800000000000001,0.8,0.8,43.0,45.8,0.2151098901098901,0.3518315018315018,0.2200000000000002,0.11999999999999988,0,0
